bt_id,day_type,dt
99,Weekend,10/14/2017
99,Weekday,10/30/2017
99,Weekday,10/31/2017
99,Weekday,11/01/2017
99,Weekday,11/02/2017
99,Weekday,11/03/2017
99,Weekend,11/04/2017
99,Weekend,11/05/2017
99,Weekday,11/06/2017
99,Weekday,11/07/2017
99,Weekday,11/08/2017
101,Weekday,10/13/2017
101,Weekend,10/14/2017
101,Weekday,11/01/2017
101,Weekday,11/02/2017
101,Weekday,11/03/2017
101,Weekend,11/04/2017
101,Weekend,11/05/2017
101,Weekday,11/06/2017
101,Weekday,11/07/2017
101,Weekday,11/08/2017
102,Weekday,10/13/2017
102,Weekend,10/14/2017
102,Weekday,11/01/2017
102,Weekday,11/02/2017
102,Weekday,11/03/2017
102,Weekend,11/04/2017
102,Weekend,11/05/2017
102,Weekday,11/06/2017
102,Weekday,11/07/2017
102,Weekday,11/08/2017
103,Weekday,10/13/2017
103,Weekend,10/14/2017
103,Weekday,11/01/2017
103,Weekday,11/02/2017
103,Weekday,11/03/2017
103,Weekend,11/04/2017
103,Weekend,11/05/2017
103,Weekday,11/06/2017
103,Weekday,11/07/2017
103,Weekday,11/08/2017
106,Weekday,10/13/2017
106,Weekend,10/14/2017
106,Weekday,11/01/2017
106,Weekday,11/02/2017
106,Weekday,11/03/2017
106,Weekend,11/04/2017
106,Weekend,11/05/2017
106,Weekday,11/06/2017
106,Weekday,11/07/2017
106,Weekday,11/08/2017
107,Weekday,10/13/2017
107,Weekend,10/14/2017
107,Weekday,11/01/2017
107,Weekday,11/02/2017
107,Weekday,11/03/2017
107,Weekend,11/04/2017
107,Weekend,11/05/2017
107,Weekday,11/06/2017
107,Weekday,11/07/2017
107,Weekday,11/08/2017
108,Weekday,10/13/2017
108,Weekend,10/14/2017
108,Weekday,11/01/2017
108,Weekday,11/02/2017
108,Weekday,11/03/2017
108,Weekend,11/04/2017
108,Weekend,11/05/2017
108,Weekday,11/06/2017
108,Weekday,11/07/2017
108,Weekday,11/08/2017
110,Weekday,10/05/2017
110,Weekday,10/06/2017
110,Weekend,10/07/2017
110,Weekend,10/08/2017
110,Weekday,10/10/2017
110,Weekday,10/11/2017
110,Weekday,10/12/2017
110,Weekday,10/13/2017
110,Weekend,10/14/2017
110,Weekday,10/30/2017
110,Weekday,10/31/2017
110,Weekday,11/01/2017
110,Weekday,11/02/2017
110,Weekday,11/03/2017
110,Weekend,11/04/2017
110,Weekend,11/05/2017
110,Weekday,11/06/2017
110,Weekday,11/07/2017
110,Weekday,11/08/2017
111,Weekday,10/05/2017
111,Weekday,10/06/2017
111,Weekend,10/07/2017
111,Weekend,10/08/2017
111,Weekday,10/10/2017
111,Weekday,10/11/2017
111,Weekday,10/12/2017
111,Weekday,10/13/2017
111,Weekend,10/14/2017
111,Weekday,10/30/2017
111,Weekday,10/31/2017
111,Weekday,11/01/2017
111,Weekday,11/02/2017
111,Weekday,11/03/2017
111,Weekend,11/04/2017
111,Weekend,11/05/2017
111,Weekday,11/06/2017
111,Weekday,11/07/2017
111,Weekday,11/08/2017
112,Weekday,10/05/2017
112,Weekday,10/06/2017
112,Weekend,10/07/2017
112,Weekend,10/08/2017
112,Weekday,10/10/2017
112,Weekday,10/11/2017
112,Weekday,10/12/2017
112,Weekday,10/13/2017
112,Weekend,10/14/2017
112,Weekday,10/30/2017
112,Weekday,10/31/2017
112,Weekday,11/01/2017
112,Weekday,11/02/2017
112,Weekday,11/03/2017
112,Weekend,11/04/2017
112,Weekend,11/05/2017
112,Weekday,11/06/2017
112,Weekday,11/07/2017
112,Weekday,11/08/2017
115,Weekday,10/05/2017
115,Weekday,10/06/2017
115,Weekend,10/07/2017
115,Weekend,10/08/2017
115,Weekday,10/10/2017
115,Weekday,10/11/2017
115,Weekday,10/12/2017
115,Weekday,10/13/2017
115,Weekend,10/14/2017
115,Weekday,10/30/2017
115,Weekday,10/31/2017
115,Weekday,11/01/2017
115,Weekday,11/02/2017
115,Weekday,11/03/2017
115,Weekend,11/04/2017
115,Weekend,11/05/2017
115,Weekday,11/06/2017
115,Weekday,11/07/2017
115,Weekday,11/08/2017
116,Weekday,10/05/2017
116,Weekday,10/06/2017
116,Weekend,10/07/2017
116,Weekend,10/08/2017
116,Weekday,10/10/2017
116,Weekday,10/11/2017
116,Weekday,10/12/2017
116,Weekday,10/13/2017
116,Weekend,10/14/2017
116,Weekday,10/30/2017
116,Weekday,10/31/2017
116,Weekday,11/01/2017
116,Weekday,11/02/2017
116,Weekday,11/03/2017
116,Weekend,11/04/2017
116,Weekend,11/05/2017
116,Weekday,11/06/2017
116,Weekday,11/07/2017
116,Weekday,11/08/2017
117,Weekday,10/05/2017
117,Weekday,10/06/2017
117,Weekend,10/07/2017
117,Weekend,10/08/2017
117,Weekday,10/10/2017
117,Weekday,10/11/2017
117,Weekday,10/12/2017
117,Weekday,10/13/2017
117,Weekend,10/14/2017
117,Weekday,10/30/2017
117,Weekday,10/31/2017
117,Weekday,11/01/2017
117,Weekday,11/02/2017
117,Weekday,11/03/2017
117,Weekend,11/04/2017
117,Weekend,11/05/2017
117,Weekday,11/06/2017
117,Weekday,11/07/2017
117,Weekday,11/08/2017
119,Weekday,09/25/2017
119,Weekday,09/26/2017
119,Weekday,09/27/2017
119,Weekday,09/28/2017
119,Weekday,09/29/2017
119,Weekend,10/01/2017
119,Weekday,10/02/2017
119,Weekday,10/03/2017
119,Weekday,10/04/2017
119,Weekday,10/05/2017
119,Weekday,10/06/2017
119,Weekend,10/07/2017
119,Weekend,10/08/2017
119,Weekday,10/10/2017
119,Weekday,10/11/2017
119,Weekday,10/12/2017
119,Weekday,10/13/2017
119,Weekend,10/14/2017
119,Weekday,10/30/2017
119,Weekday,10/31/2017
119,Weekday,11/01/2017
119,Weekday,11/02/2017
119,Weekday,11/03/2017
119,Weekend,11/04/2017
119,Weekend,11/05/2017
119,Weekday,11/06/2017
119,Weekday,11/07/2017
119,Weekday,11/08/2017
120,Weekday,09/25/2017
120,Weekday,09/26/2017
120,Weekday,09/27/2017
120,Weekday,09/28/2017
120,Weekday,09/29/2017
120,Weekend,10/01/2017
120,Weekday,10/02/2017
120,Weekday,10/03/2017
120,Weekday,10/04/2017
120,Weekday,10/05/2017
120,Weekday,10/06/2017
120,Weekend,10/07/2017
120,Weekend,10/08/2017
120,Weekday,10/10/2017
120,Weekday,10/11/2017
120,Weekday,10/12/2017
120,Weekday,10/13/2017
120,Weekend,10/14/2017
120,Weekday,10/30/2017
120,Weekday,10/31/2017
120,Weekday,11/01/2017
120,Weekday,11/02/2017
120,Weekday,11/03/2017
120,Weekend,11/04/2017
120,Weekend,11/05/2017
120,Weekday,11/06/2017
120,Weekday,11/07/2017
120,Weekday,11/08/2017
121,Weekday,09/25/2017
121,Weekday,09/26/2017
121,Weekday,09/27/2017
121,Weekday,09/28/2017
121,Weekday,09/29/2017
121,Weekend,10/01/2017
121,Weekday,10/02/2017
121,Weekday,10/03/2017
121,Weekday,10/04/2017
121,Weekday,10/05/2017
121,Weekday,10/06/2017
121,Weekend,10/07/2017
121,Weekend,10/08/2017
121,Weekday,10/10/2017
121,Weekday,10/11/2017
121,Weekday,10/12/2017
121,Weekday,10/13/2017
121,Weekend,10/14/2017
121,Weekday,10/30/2017
121,Weekday,10/31/2017
121,Weekday,11/01/2017
121,Weekday,11/02/2017
121,Weekday,11/03/2017
121,Weekend,11/04/2017
121,Weekend,11/05/2017
121,Weekday,11/06/2017
121,Weekday,11/07/2017
121,Weekday,11/08/2017
122,Weekday,09/25/2017
122,Weekday,09/26/2017
122,Weekday,09/27/2017
122,Weekday,09/28/2017
122,Weekday,09/29/2017
122,Weekend,10/01/2017
122,Weekday,10/02/2017
122,Weekday,10/03/2017
122,Weekday,10/04/2017
122,Weekday,10/05/2017
122,Weekday,10/06/2017
122,Weekend,10/07/2017
122,Weekend,10/08/2017
122,Weekday,10/10/2017
122,Weekday,10/11/2017
122,Weekday,10/12/2017
122,Weekday,10/13/2017
122,Weekend,10/14/2017
122,Weekday,10/30/2017
122,Weekday,10/31/2017
122,Weekday,11/01/2017
122,Weekday,11/02/2017
122,Weekday,11/03/2017
122,Weekend,11/04/2017
122,Weekend,11/05/2017
122,Weekday,11/06/2017
122,Weekday,11/07/2017
122,Weekday,11/08/2017
123,Weekday,09/25/2017
123,Weekday,09/26/2017
123,Weekday,09/27/2017
123,Weekday,09/28/2017
123,Weekday,09/29/2017
123,Weekend,10/01/2017
123,Weekday,10/02/2017
123,Weekday,10/03/2017
123,Weekday,10/04/2017
123,Weekday,10/05/2017
123,Weekday,10/06/2017
123,Weekend,10/07/2017
123,Weekend,10/08/2017
123,Weekday,10/10/2017
123,Weekday,10/11/2017
123,Weekday,10/12/2017
123,Weekday,10/13/2017
123,Weekend,10/14/2017
123,Weekday,10/30/2017
123,Weekday,10/31/2017
123,Weekday,11/01/2017
123,Weekday,11/02/2017
123,Weekday,11/03/2017
123,Weekend,11/04/2017
123,Weekend,11/05/2017
123,Weekday,11/06/2017
123,Weekday,11/07/2017
123,Weekday,11/08/2017
124,Weekday,09/25/2017
124,Weekday,09/26/2017
124,Weekday,09/27/2017
124,Weekday,09/28/2017
124,Weekday,09/29/2017
124,Weekend,10/01/2017
124,Weekday,10/02/2017
124,Weekday,10/03/2017
124,Weekday,10/04/2017
124,Weekday,10/05/2017
124,Weekday,10/06/2017
124,Weekend,10/07/2017
124,Weekend,10/08/2017
124,Weekday,10/10/2017
124,Weekday,10/11/2017
124,Weekday,10/12/2017
124,Weekday,10/13/2017
124,Weekend,10/14/2017
124,Weekday,10/30/2017
124,Weekday,10/31/2017
124,Weekday,11/01/2017
124,Weekday,11/02/2017
124,Weekday,11/03/2017
124,Weekend,11/04/2017
124,Weekend,11/05/2017
124,Weekday,11/06/2017
124,Weekday,11/07/2017
124,Weekday,11/08/2017
125,Weekday,09/28/2017
125,Weekday,09/29/2017
125,Weekend,10/01/2017
125,Weekday,10/02/2017
125,Weekday,10/03/2017
125,Weekday,10/04/2017
125,Weekday,10/05/2017
125,Weekday,10/06/2017
125,Weekend,10/07/2017
125,Weekend,10/08/2017
125,Weekday,10/10/2017
125,Weekday,10/11/2017
125,Weekday,10/12/2017
125,Weekday,10/13/2017
125,Weekend,10/14/2017
125,Weekday,10/30/2017
125,Weekday,10/31/2017
125,Weekday,11/01/2017
125,Weekday,11/02/2017
125,Weekday,11/03/2017
125,Weekend,11/04/2017
125,Weekend,11/05/2017
125,Weekday,11/06/2017
125,Weekday,11/07/2017
125,Weekday,11/08/2017
126,Weekday,09/28/2017
126,Weekday,09/29/2017
126,Weekend,10/01/2017
126,Weekday,10/02/2017
126,Weekday,10/03/2017
126,Weekday,10/04/2017
126,Weekday,10/05/2017
126,Weekday,10/06/2017
126,Weekend,10/07/2017
126,Weekend,10/08/2017
126,Weekday,10/10/2017
126,Weekday,10/11/2017
126,Weekday,10/12/2017
126,Weekday,10/13/2017
126,Weekend,10/14/2017
126,Weekday,10/30/2017
126,Weekday,10/31/2017
126,Weekday,11/01/2017
126,Weekday,11/02/2017
126,Weekday,11/03/2017
126,Weekend,11/04/2017
126,Weekend,11/05/2017
126,Weekday,11/06/2017
126,Weekday,11/07/2017
126,Weekday,11/08/2017
127,Weekday,09/28/2017
127,Weekday,09/29/2017
127,Weekend,10/01/2017
127,Weekday,10/02/2017
127,Weekday,10/03/2017
127,Weekday,10/04/2017
127,Weekday,10/05/2017
127,Weekday,10/06/2017
127,Weekend,10/07/2017
127,Weekend,10/08/2017
127,Weekday,10/10/2017
127,Weekday,10/11/2017
127,Weekday,10/12/2017
127,Weekday,10/13/2017
127,Weekend,10/14/2017
127,Weekday,10/30/2017
127,Weekday,10/31/2017
127,Weekday,11/01/2017
127,Weekday,11/02/2017
127,Weekday,11/03/2017
127,Weekend,11/04/2017
127,Weekend,11/05/2017
127,Weekday,11/06/2017
127,Weekday,11/07/2017
127,Weekday,11/08/2017
128,Weekday,09/28/2017
128,Weekday,09/29/2017
128,Weekend,10/01/2017
128,Weekday,10/02/2017
128,Weekday,10/03/2017
128,Weekday,10/04/2017
128,Weekday,10/05/2017
128,Weekday,10/06/2017
128,Weekend,10/07/2017
128,Weekend,10/08/2017
128,Weekday,10/10/2017
128,Weekday,10/11/2017
128,Weekday,10/12/2017
128,Weekday,10/13/2017
128,Weekend,10/14/2017
128,Weekday,10/30/2017
128,Weekday,10/31/2017
128,Weekday,11/01/2017
128,Weekday,11/02/2017
128,Weekday,11/03/2017
128,Weekend,11/04/2017
128,Weekend,11/05/2017
128,Weekday,11/06/2017
128,Weekday,11/07/2017
128,Weekday,11/08/2017
129,Weekday,09/28/2017
129,Weekday,09/29/2017
129,Weekend,10/01/2017
129,Weekday,10/02/2017
129,Weekday,10/03/2017
129,Weekday,10/04/2017
129,Weekday,10/05/2017
129,Weekday,10/06/2017
129,Weekend,10/07/2017
129,Weekend,10/08/2017
129,Weekday,10/10/2017
129,Weekday,10/11/2017
129,Weekday,10/12/2017
129,Weekday,10/13/2017
129,Weekend,10/14/2017
129,Weekday,10/30/2017
129,Weekday,10/31/2017
129,Weekday,11/01/2017
129,Weekday,11/02/2017
129,Weekday,11/03/2017
129,Weekend,11/04/2017
129,Weekend,11/05/2017
129,Weekday,11/06/2017
129,Weekday,11/07/2017
129,Weekday,11/08/2017
130,Weekday,09/28/2017
130,Weekday,09/29/2017
130,Weekend,10/01/2017
130,Weekday,10/02/2017
130,Weekday,10/03/2017
130,Weekday,10/04/2017
130,Weekday,10/05/2017
130,Weekday,10/06/2017
130,Weekend,10/07/2017
130,Weekend,10/08/2017
130,Weekday,10/10/2017
130,Weekday,10/11/2017
130,Weekday,10/12/2017
130,Weekday,10/13/2017
130,Weekend,10/14/2017
130,Weekday,10/30/2017
130,Weekday,10/31/2017
130,Weekday,11/01/2017
130,Weekday,11/02/2017
130,Weekday,11/03/2017
130,Weekend,11/04/2017
130,Weekend,11/05/2017
130,Weekday,11/06/2017
130,Weekday,11/07/2017
130,Weekday,11/08/2017
