bt_id,day_type,dt
40,Weekday,11/06/2017
40,Weekday,11/07/2017
40,Weekday,11/08/2017
41,Weekday,10/06/2017
41,Weekend,10/07/2017
41,Weekend,10/08/2017
41,Weekday,10/10/2017
41,Weekday,10/11/2017
41,Weekday,10/12/2017
41,Weekday,10/13/2017
41,Weekend,10/14/2017
41,Weekday,10/30/2017
41,Weekday,10/31/2017
41,Weekday,11/01/2017
41,Weekday,11/02/2017
41,Weekday,11/03/2017
41,Weekend,11/04/2017
41,Weekend,11/05/2017
41,Weekday,11/06/2017
41,Weekday,11/07/2017
41,Weekday,11/08/2017
42,Weekday,10/06/2017
42,Weekend,10/07/2017
42,Weekend,10/08/2017
42,Weekday,10/10/2017
42,Weekday,10/11/2017
42,Weekday,10/12/2017
42,Weekday,10/13/2017
42,Weekend,10/14/2017
42,Weekday,10/30/2017
42,Weekday,10/31/2017
42,Weekday,11/01/2017
42,Weekday,11/02/2017
42,Weekday,11/03/2017
42,Weekend,11/04/2017
42,Weekend,11/05/2017
42,Weekday,11/06/2017
42,Weekday,11/07/2017
42,Weekday,11/08/2017
44,Weekday,10/02/2017
44,Weekday,10/03/2017
44,Weekday,10/04/2017
44,Weekday,10/05/2017
44,Weekday,10/06/2017
44,Weekend,10/07/2017
44,Weekend,10/08/2017
44,Weekday,10/10/2017
44,Weekday,10/11/2017
44,Weekday,10/12/2017
44,Weekday,10/13/2017
44,Weekend,10/14/2017
44,Weekday,10/30/2017
44,Weekday,10/31/2017
44,Weekday,11/01/2017
44,Weekday,11/02/2017
44,Weekday,11/03/2017
44,Weekend,11/04/2017
44,Weekend,11/05/2017
44,Weekday,11/06/2017
44,Weekday,11/07/2017
44,Weekday,11/08/2017
45,Weekday,10/02/2017
45,Weekday,10/03/2017
45,Weekday,10/04/2017
45,Weekday,10/05/2017
45,Weekday,10/06/2017
45,Weekend,10/07/2017
45,Weekend,10/08/2017
45,Weekday,10/10/2017
45,Weekday,10/11/2017
45,Weekday,10/12/2017
45,Weekday,10/13/2017
45,Weekend,10/14/2017
45,Weekday,10/30/2017
45,Weekday,10/31/2017
45,Weekday,11/01/2017
45,Weekday,11/02/2017
45,Weekday,11/03/2017
45,Weekend,11/04/2017
45,Weekend,11/05/2017
45,Weekday,11/06/2017
45,Weekday,11/07/2017
45,Weekday,11/08/2017
46,Weekday,10/02/2017
46,Weekday,10/03/2017
46,Weekday,10/04/2017
46,Weekday,10/05/2017
46,Weekday,10/06/2017
46,Weekend,10/07/2017
46,Weekend,10/08/2017
46,Weekday,10/10/2017
46,Weekday,10/11/2017
46,Weekday,10/12/2017
46,Weekday,10/13/2017
46,Weekend,10/14/2017
46,Weekday,10/30/2017
46,Weekday,10/31/2017
46,Weekday,11/01/2017
46,Weekday,11/02/2017
46,Weekday,11/03/2017
46,Weekend,11/04/2017
46,Weekend,11/05/2017
46,Weekday,11/06/2017
46,Weekday,11/07/2017
46,Weekday,11/08/2017
52,Weekday,09/21/2017
52,Weekday,09/22/2017
52,Weekend,09/23/2017
52,Weekend,09/24/2017
52,Weekday,09/25/2017
52,Weekday,09/26/2017
52,Weekday,09/27/2017
52,Weekday,09/28/2017
52,Weekday,09/29/2017
52,Weekend,09/30/2017
52,Weekend,10/01/2017
52,Weekday,10/02/2017
52,Weekday,10/03/2017
52,Weekday,10/04/2017
52,Weekday,10/05/2017
52,Weekday,10/06/2017
52,Weekend,10/07/2017
52,Weekend,10/08/2017
52,Weekday,10/10/2017
52,Weekday,10/11/2017
52,Weekday,10/12/2017
52,Weekday,10/13/2017
52,Weekend,10/14/2017
52,Weekday,11/01/2017
52,Weekday,11/02/2017
52,Weekday,11/03/2017
52,Weekend,11/04/2017
52,Weekend,11/05/2017
52,Weekday,11/06/2017
52,Weekday,11/07/2017
52,Weekday,11/08/2017
53,Weekday,09/21/2017
53,Weekday,09/22/2017
53,Weekend,09/23/2017
53,Weekend,09/24/2017
53,Weekday,09/25/2017
53,Weekday,09/26/2017
53,Weekday,09/27/2017
53,Weekday,09/28/2017
53,Weekday,09/29/2017
53,Weekend,09/30/2017
53,Weekend,10/01/2017
53,Weekday,10/02/2017
53,Weekday,10/03/2017
53,Weekday,10/04/2017
53,Weekday,10/05/2017
53,Weekday,10/06/2017
53,Weekend,10/07/2017
53,Weekend,10/08/2017
53,Weekday,10/10/2017
53,Weekday,10/11/2017
53,Weekday,10/12/2017
53,Weekday,10/13/2017
53,Weekend,10/14/2017
53,Weekday,11/01/2017
53,Weekday,11/02/2017
53,Weekday,11/03/2017
53,Weekend,11/04/2017
53,Weekend,11/05/2017
53,Weekday,11/06/2017
53,Weekday,11/07/2017
53,Weekday,11/08/2017
54,Weekday,09/21/2017
54,Weekday,09/22/2017
54,Weekend,09/23/2017
54,Weekend,09/24/2017
54,Weekday,09/25/2017
54,Weekday,09/26/2017
54,Weekday,09/27/2017
54,Weekday,09/28/2017
54,Weekday,09/29/2017
54,Weekend,09/30/2017
54,Weekend,10/01/2017
54,Weekday,10/02/2017
54,Weekday,10/03/2017
54,Weekday,10/04/2017
54,Weekday,10/05/2017
54,Weekday,10/06/2017
54,Weekend,10/07/2017
54,Weekend,10/08/2017
54,Weekday,10/10/2017
54,Weekday,10/11/2017
54,Weekday,10/12/2017
54,Weekday,10/13/2017
54,Weekend,10/14/2017
54,Weekday,11/01/2017
54,Weekday,11/02/2017
54,Weekday,11/03/2017
54,Weekend,11/04/2017
54,Weekend,11/05/2017
54,Weekday,11/06/2017
54,Weekday,11/07/2017
54,Weekday,11/08/2017
55,Weekday,09/21/2017
55,Weekday,09/22/2017
55,Weekend,09/23/2017
55,Weekend,09/24/2017
55,Weekday,09/25/2017
55,Weekday,09/26/2017
55,Weekday,09/27/2017
55,Weekday,09/28/2017
55,Weekday,09/29/2017
55,Weekend,09/30/2017
55,Weekend,10/01/2017
55,Weekday,10/02/2017
55,Weekday,10/03/2017
55,Weekday,10/04/2017
55,Weekday,10/05/2017
55,Weekday,10/06/2017
55,Weekend,10/07/2017
55,Weekend,10/08/2017
55,Weekday,10/10/2017
55,Weekday,10/11/2017
55,Weekday,10/12/2017
55,Weekday,10/13/2017
55,Weekend,10/14/2017
55,Weekday,11/01/2017
55,Weekday,11/02/2017
55,Weekday,11/03/2017
55,Weekend,11/04/2017
55,Weekend,11/05/2017
55,Weekday,11/06/2017
55,Weekday,11/07/2017
55,Weekday,11/08/2017
60,Weekday,09/21/2017
60,Weekday,09/22/2017
60,Weekend,09/23/2017
60,Weekend,09/24/2017
60,Weekday,09/25/2017
60,Weekday,09/26/2017
60,Weekday,09/27/2017
60,Weekday,09/28/2017
60,Weekday,09/29/2017
60,Weekend,09/30/2017
60,Weekend,10/01/2017
60,Weekday,10/02/2017
60,Weekday,10/03/2017
60,Weekday,10/04/2017
60,Weekday,10/05/2017
60,Weekday,10/06/2017
60,Weekend,10/07/2017
60,Weekend,10/08/2017
60,Weekday,10/10/2017
60,Weekday,10/11/2017
60,Weekday,10/12/2017
60,Weekday,10/13/2017
60,Weekend,10/14/2017
60,Weekday,11/01/2017
60,Weekday,11/02/2017
60,Weekday,11/03/2017
60,Weekend,11/04/2017
60,Weekend,11/05/2017
60,Weekday,11/06/2017
60,Weekday,11/07/2017
60,Weekday,11/08/2017
61,Weekday,09/21/2017
61,Weekday,09/22/2017
61,Weekend,09/23/2017
61,Weekend,09/24/2017
61,Weekday,09/25/2017
61,Weekday,09/26/2017
61,Weekday,09/27/2017
61,Weekday,09/28/2017
61,Weekday,09/29/2017
61,Weekend,09/30/2017
61,Weekend,10/01/2017
61,Weekday,10/02/2017
61,Weekday,10/03/2017
61,Weekday,10/04/2017
61,Weekday,10/05/2017
61,Weekday,10/06/2017
61,Weekend,10/07/2017
61,Weekend,10/08/2017
61,Weekday,10/10/2017
61,Weekday,10/11/2017
61,Weekday,10/12/2017
61,Weekday,10/13/2017
61,Weekend,10/14/2017
61,Weekday,11/01/2017
61,Weekday,11/02/2017
61,Weekday,11/03/2017
61,Weekend,11/04/2017
61,Weekend,11/05/2017
61,Weekday,11/06/2017
61,Weekday,11/07/2017
61,Weekday,11/08/2017
62,Weekday,09/21/2017
62,Weekday,09/22/2017
62,Weekend,09/23/2017
62,Weekend,09/24/2017
62,Weekday,09/25/2017
62,Weekday,09/26/2017
62,Weekday,09/27/2017
62,Weekday,09/28/2017
62,Weekday,09/29/2017
62,Weekend,09/30/2017
62,Weekend,10/01/2017
62,Weekday,10/02/2017
62,Weekday,10/03/2017
62,Weekday,10/04/2017
62,Weekday,10/05/2017
62,Weekday,10/06/2017
62,Weekend,10/07/2017
62,Weekend,10/08/2017
62,Weekday,10/10/2017
62,Weekday,10/11/2017
62,Weekday,10/12/2017
62,Weekday,10/13/2017
62,Weekend,10/14/2017
62,Weekday,11/01/2017
62,Weekday,11/02/2017
62,Weekday,11/03/2017
62,Weekend,11/04/2017
62,Weekend,11/05/2017
62,Weekday,11/06/2017
62,Weekday,11/07/2017
62,Weekday,11/08/2017
63,Weekday,09/21/2017
63,Weekday,09/22/2017
63,Weekend,09/23/2017
63,Weekend,09/24/2017
63,Weekday,09/25/2017
63,Weekday,09/26/2017
63,Weekday,09/27/2017
63,Weekday,09/28/2017
63,Weekday,09/29/2017
63,Weekend,09/30/2017
63,Weekend,10/01/2017
63,Weekday,10/02/2017
63,Weekday,10/03/2017
63,Weekday,10/04/2017
63,Weekday,10/05/2017
63,Weekday,10/06/2017
63,Weekend,10/07/2017
63,Weekend,10/08/2017
63,Weekday,10/10/2017
63,Weekday,10/11/2017
63,Weekday,10/12/2017
63,Weekday,10/13/2017
63,Weekend,10/14/2017
63,Weekday,11/01/2017
63,Weekday,11/02/2017
63,Weekday,11/03/2017
63,Weekend,11/04/2017
63,Weekend,11/05/2017
63,Weekday,11/06/2017
63,Weekday,11/07/2017
63,Weekday,11/08/2017
67,Weekday,09/25/2017
67,Weekday,09/26/2017
67,Weekday,09/27/2017
67,Weekday,09/28/2017
67,Weekday,09/29/2017
67,Weekend,09/30/2017
67,Weekend,10/01/2017
67,Weekday,10/02/2017
67,Weekday,10/03/2017
67,Weekday,10/04/2017
67,Weekday,10/05/2017
67,Weekday,10/06/2017
67,Weekend,10/07/2017
67,Weekend,10/08/2017
67,Weekday,10/10/2017
67,Weekday,10/11/2017
67,Weekday,10/12/2017
67,Weekday,10/13/2017
67,Weekend,10/14/2017
67,Weekday,10/30/2017
67,Weekday,10/31/2017
67,Weekday,11/01/2017
67,Weekday,11/02/2017
67,Weekday,11/03/2017
67,Weekend,11/04/2017
67,Weekend,11/05/2017
67,Weekday,11/06/2017
67,Weekday,11/07/2017
67,Weekday,11/08/2017
68,Weekday,09/25/2017
68,Weekday,09/26/2017
68,Weekday,09/27/2017
68,Weekday,09/28/2017
68,Weekday,09/29/2017
68,Weekend,09/30/2017
68,Weekend,10/01/2017
68,Weekday,10/02/2017
68,Weekday,10/03/2017
68,Weekday,10/04/2017
68,Weekday,10/05/2017
68,Weekday,10/06/2017
68,Weekend,10/07/2017
68,Weekend,10/08/2017
68,Weekday,10/10/2017
68,Weekday,10/11/2017
68,Weekday,10/12/2017
68,Weekday,10/13/2017
68,Weekend,10/14/2017
68,Weekday,10/30/2017
68,Weekday,10/31/2017
68,Weekday,11/01/2017
68,Weekday,11/02/2017
68,Weekday,11/03/2017
68,Weekend,11/04/2017
68,Weekend,11/05/2017
68,Weekday,11/06/2017
68,Weekday,11/07/2017
68,Weekday,11/08/2017
69,Weekday,09/25/2017
69,Weekday,09/26/2017
69,Weekday,09/27/2017
69,Weekday,09/28/2017
69,Weekday,09/29/2017
69,Weekend,09/30/2017
69,Weekend,10/01/2017
69,Weekday,10/02/2017
69,Weekday,10/03/2017
69,Weekday,10/04/2017
69,Weekday,10/05/2017
69,Weekday,10/06/2017
69,Weekend,10/07/2017
69,Weekend,10/08/2017
69,Weekday,10/10/2017
69,Weekday,10/11/2017
69,Weekday,10/12/2017
69,Weekday,10/13/2017
69,Weekend,10/14/2017
69,Weekday,10/30/2017
69,Weekday,10/31/2017
69,Weekday,11/01/2017
69,Weekday,11/02/2017
69,Weekday,11/03/2017
69,Weekend,11/04/2017
69,Weekend,11/05/2017
69,Weekday,11/06/2017
69,Weekday,11/07/2017
69,Weekday,11/08/2017
70,Weekday,09/28/2017
70,Weekday,09/29/2017
70,Weekend,09/30/2017
70,Weekend,10/01/2017
70,Weekday,10/02/2017
70,Weekday,10/03/2017
70,Weekday,10/04/2017
70,Weekday,10/05/2017
70,Weekday,10/06/2017
70,Weekend,10/07/2017
70,Weekend,10/08/2017
70,Weekday,10/10/2017
70,Weekday,10/11/2017
70,Weekday,10/12/2017
70,Weekday,10/13/2017
70,Weekend,10/14/2017
70,Weekday,10/30/2017
70,Weekday,10/31/2017
70,Weekday,11/01/2017
70,Weekday,11/02/2017
70,Weekday,11/03/2017
70,Weekend,11/04/2017
70,Weekend,11/05/2017
70,Weekday,11/06/2017
70,Weekday,11/07/2017
70,Weekday,11/08/2017
71,Weekday,09/28/2017
71,Weekday,09/29/2017
71,Weekend,09/30/2017
71,Weekend,10/01/2017
71,Weekday,10/02/2017
71,Weekday,10/03/2017
71,Weekday,10/04/2017
71,Weekday,10/05/2017
71,Weekday,10/06/2017
71,Weekend,10/07/2017
71,Weekend,10/08/2017
71,Weekday,10/10/2017
71,Weekday,10/11/2017
71,Weekday,10/12/2017
71,Weekday,10/13/2017
71,Weekend,10/14/2017
71,Weekday,10/30/2017
71,Weekday,10/31/2017
71,Weekday,11/01/2017
71,Weekday,11/02/2017
71,Weekday,11/03/2017
71,Weekend,11/04/2017
71,Weekend,11/05/2017
71,Weekday,11/06/2017
71,Weekday,11/07/2017
71,Weekday,11/08/2017
72,Weekday,09/28/2017
72,Weekday,09/29/2017
72,Weekend,09/30/2017
72,Weekend,10/01/2017
72,Weekday,10/02/2017
72,Weekday,10/03/2017
72,Weekday,10/04/2017
72,Weekday,10/05/2017
72,Weekday,10/06/2017
72,Weekend,10/07/2017
72,Weekend,10/08/2017
72,Weekday,10/10/2017
72,Weekday,10/11/2017
72,Weekday,10/12/2017
72,Weekday,10/13/2017
72,Weekend,10/14/2017
72,Weekday,10/30/2017
72,Weekday,10/31/2017
72,Weekday,11/01/2017
72,Weekday,11/02/2017
72,Weekday,11/03/2017
72,Weekend,11/04/2017
72,Weekend,11/05/2017
72,Weekday,11/06/2017
72,Weekday,11/07/2017
72,Weekday,11/08/2017
73,Weekday,09/28/2017
73,Weekday,09/29/2017
73,Weekend,09/30/2017
73,Weekend,10/01/2017
73,Weekday,10/02/2017
73,Weekday,10/03/2017
73,Weekday,10/04/2017
73,Weekday,10/05/2017
73,Weekday,10/06/2017
73,Weekend,10/07/2017
73,Weekend,10/08/2017
73,Weekday,10/10/2017
73,Weekday,10/11/2017
73,Weekday,10/12/2017
73,Weekday,10/13/2017
73,Weekend,10/14/2017
73,Weekday,10/30/2017
73,Weekday,10/31/2017
73,Weekday,11/01/2017
73,Weekday,11/02/2017
73,Weekday,11/03/2017
73,Weekend,11/04/2017
73,Weekend,11/05/2017
73,Weekday,11/06/2017
73,Weekday,11/07/2017
73,Weekday,11/08/2017
76,Weekday,09/28/2017
76,Weekday,09/29/2017
76,Weekend,09/30/2017
76,Weekend,10/01/2017
76,Weekday,10/02/2017
76,Weekday,10/03/2017
76,Weekday,10/04/2017
76,Weekday,10/05/2017
76,Weekday,10/06/2017
76,Weekend,10/07/2017
76,Weekend,10/08/2017
76,Weekday,10/10/2017
76,Weekday,10/11/2017
76,Weekday,10/12/2017
76,Weekday,10/13/2017
76,Weekend,10/14/2017
76,Weekday,10/30/2017
76,Weekday,10/31/2017
76,Weekday,11/01/2017
76,Weekday,11/02/2017
76,Weekday,11/03/2017
76,Weekend,11/04/2017
76,Weekend,11/05/2017
76,Weekday,11/06/2017
76,Weekday,11/07/2017
76,Weekday,11/08/2017
77,Weekday,09/28/2017
77,Weekday,09/29/2017
77,Weekend,09/30/2017
77,Weekend,10/01/2017
77,Weekday,10/02/2017
77,Weekday,10/03/2017
77,Weekday,10/04/2017
77,Weekday,10/05/2017
77,Weekday,10/06/2017
77,Weekend,10/07/2017
77,Weekend,10/08/2017
77,Weekday,10/10/2017
77,Weekday,10/11/2017
77,Weekday,10/12/2017
77,Weekday,10/13/2017
77,Weekend,10/14/2017
77,Weekday,10/30/2017
77,Weekday,10/31/2017
77,Weekday,11/01/2017
77,Weekday,11/02/2017
77,Weekday,11/03/2017
77,Weekend,11/04/2017
77,Weekend,11/05/2017
77,Weekday,11/06/2017
77,Weekday,11/07/2017
77,Weekday,11/08/2017
78,Weekday,09/28/2017
78,Weekday,09/29/2017
78,Weekend,09/30/2017
78,Weekend,10/01/2017
78,Weekday,10/02/2017
78,Weekday,10/03/2017
78,Weekday,10/04/2017
78,Weekday,10/05/2017
78,Weekday,10/06/2017
78,Weekend,10/07/2017
78,Weekend,10/08/2017
78,Weekday,10/10/2017
78,Weekday,10/11/2017
78,Weekday,10/12/2017
78,Weekday,10/13/2017
78,Weekend,10/14/2017
78,Weekday,10/30/2017
78,Weekday,10/31/2017
78,Weekday,11/01/2017
78,Weekday,11/02/2017
78,Weekday,11/03/2017
78,Weekend,11/04/2017
78,Weekend,11/05/2017
78,Weekday,11/06/2017
78,Weekday,11/07/2017
78,Weekday,11/08/2017
92,Weekday,10/05/2017
92,Weekday,10/06/2017
92,Weekend,10/07/2017
92,Weekend,10/08/2017
92,Weekday,10/10/2017
92,Weekday,10/11/2017
92,Weekday,10/12/2017
92,Weekday,10/13/2017
92,Weekend,10/14/2017
92,Weekday,10/30/2017
92,Weekday,10/31/2017
92,Weekday,11/01/2017
92,Weekday,11/02/2017
92,Weekday,11/03/2017
92,Weekend,11/04/2017
92,Weekend,11/05/2017
92,Weekday,11/06/2017
92,Weekday,11/07/2017
92,Weekday,11/08/2017
93,Weekday,10/05/2017
93,Weekday,10/06/2017
93,Weekend,10/07/2017
93,Weekend,10/08/2017
93,Weekday,10/10/2017
93,Weekday,10/11/2017
93,Weekday,10/12/2017
93,Weekday,10/13/2017
93,Weekend,10/14/2017
93,Weekday,10/30/2017
93,Weekday,10/31/2017
93,Weekday,11/01/2017
93,Weekday,11/02/2017
93,Weekday,11/03/2017
93,Weekend,11/04/2017
93,Weekend,11/05/2017
93,Weekday,11/06/2017
93,Weekday,11/07/2017
93,Weekday,11/08/2017
94,Weekday,10/05/2017
94,Weekday,10/06/2017
94,Weekend,10/07/2017
94,Weekend,10/08/2017
94,Weekday,10/10/2017
94,Weekday,10/11/2017
94,Weekday,10/12/2017
94,Weekday,10/13/2017
94,Weekend,10/14/2017
94,Weekday,10/30/2017
94,Weekday,10/31/2017
94,Weekday,11/01/2017
94,Weekday,11/02/2017
94,Weekday,11/03/2017
94,Weekend,11/04/2017
94,Weekend,11/05/2017
94,Weekday,11/06/2017
94,Weekday,11/07/2017
94,Weekday,11/08/2017
97,Weekday,10/05/2017
97,Weekday,10/06/2017
97,Weekend,10/07/2017
97,Weekend,10/08/2017
97,Weekday,10/10/2017
97,Weekday,10/11/2017
97,Weekday,10/12/2017
97,Weekday,10/13/2017
97,Weekend,10/14/2017
97,Weekday,10/30/2017
97,Weekday,10/31/2017
97,Weekday,11/01/2017
97,Weekday,11/02/2017
97,Weekday,11/03/2017
97,Weekend,11/04/2017
97,Weekend,11/05/2017
97,Weekday,11/06/2017
97,Weekday,11/07/2017
97,Weekday,11/08/2017
98,Weekday,10/05/2017
98,Weekday,10/06/2017
98,Weekend,10/07/2017
98,Weekend,10/08/2017
98,Weekday,10/10/2017
98,Weekday,10/11/2017
98,Weekday,10/12/2017
98,Weekday,10/13/2017
98,Weekend,10/14/2017
98,Weekday,10/30/2017
98,Weekday,10/31/2017
98,Weekday,11/01/2017
98,Weekday,11/02/2017
98,Weekday,11/03/2017
98,Weekend,11/04/2017
98,Weekend,11/05/2017
98,Weekday,11/06/2017
98,Weekday,11/07/2017
98,Weekday,11/08/2017
99,Weekday,10/05/2017
99,Weekday,10/06/2017
99,Weekend,10/07/2017
99,Weekend,10/08/2017
99,Weekday,10/10/2017
99,Weekday,10/11/2017
99,Weekday,10/12/2017
99,Weekday,10/13/2017
